"","Animal","ContainerType","Size","Probability","Adjective","DefArtMeaning","Context","Condition","Model","ListenerLevel","cmpHighScopeConstrualProb","posHighScopeConstrualProb","allowUninformativeThresholds","NA","Container"
"2636","rabbit","bag","1",0.16545007399761,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0,"lastresort","bag1","bag1"
"1861","rabbit","bag","2",0.434401688287215,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"3121","rabbit","box","2",0.347963158638815,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"2637","rabbit","bag","1",0.21763515307397,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0,"lastresort","bag1","bag1"
"440","rabbit","box","2",0.386976624016347,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1862","rabbit","bag","2",0.298514708470994,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"3122","rabbit","box","1",0.193875206000954,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","box1","box1"
"2638","rabbit","bag","1",0.120633461511705,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","bag1","bag1"
"1863","rabbit","bag","2",0.817551009392239,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2639","rabbit","box","2",0.182448990607761,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1864","rabbit","bag","2",0.846469107929493,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2640","rabbit","box","2",0.153530892070507,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"2641","rabbit","box","2",0.551647435648988,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1865","rabbit","bag","2",0.448352564351012,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"1866","rabbit","bag","2",0.574904862594313,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2642","rabbit","box","2",0.425095137405687,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1867","rabbit","bag","2",0.624517270503059,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2643","rabbit","box","2",0.375482729496941,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"2644","rabbit","box","2",0.551535067709458,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1868","rabbit","bag","2",0.448464932290542,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"1869","rabbit","bag","2",0.754036714384735,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2645","rabbit","box","2",0.245963285615265,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1870","rabbit","bag","2",0.846469107929493,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2646","rabbit","box","2",0.153530892070507,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"2647","rabbit","box","2",0.642656561048992,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1871","rabbit","bag","2",0.357343438951008,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"3123","rabbit","box","2",0.523011474718186,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1872","rabbit","bag","2",0.313948484385362,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2648","rabbit","bag","1",0.163040040896452,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0,"lastresort","bag1","bag1"
"3124","rabbit","box","2",0.399840098111946,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1873","rabbit","bag","2",0.399840098111946,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2649","rabbit","bag","1",0.200319803776107,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0,"lastresort","bag1","bag1"
"441","rabbit","box","2",0.414421241579121,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1874","rabbit","bag","2",0.248764944901009,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"3125","rabbit","box","1",0.207624953539646,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","box1","box1"
"2650","rabbit","bag","1",0.129188859980224,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","bag1","bag1"
"2651","rabbit","box","2",0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1875","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"1876","rabbit","bag","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2652","rabbit","box","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"2653","rabbit","box","2",0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1877","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"1878","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1879","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2654","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1880","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1881","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1882","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0,"lastresort","bag2","bag2"
"2655","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1883","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0.5,0,"lastresort","box2","box2"
"1884","rabbit","bag","2",0.428927164444694,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"3126","rabbit","box","2",0.38136133075399,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"2656","rabbit","bag","1",0.189711504801316,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag1","bag1"
"1885","rabbit","bag","2",0.434401688287215,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"3127","rabbit","box","2",0.347963158638815,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"2657","rabbit","bag","1",0.21763515307397,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag1","bag1"
"442","rabbit","box","2",0.357092135952634,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1886","rabbit","bag","2",0.321713246435342,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"3128","rabbit","box","1",0.178903083862277,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","box1","box1"
"2658","rabbit","bag","1",0.142291533749747,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag1","bag1"
"1887","rabbit","bag","2",0.815355967445068,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2659","rabbit","box","2",0.184644032554932,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1888","rabbit","bag","2",0.846469107929493,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2660","rabbit","box","2",0.153530892070507,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"2661","rabbit","box","2",0.555267485826239,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1889","rabbit","bag","2",0.444732514173761,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"1890","rabbit","bag","2",0.628324391283952,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2662","rabbit","box","2",0.371675608716048,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1891","rabbit","bag","2",0.624517270503059,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2663","rabbit","box","2",0.375482729496941,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1892","rabbit","bag","2",0.504067064837605,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2664","rabbit","box","2",0.495932935162395,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1893","rabbit","bag","2",0.744321410825863,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2665","rabbit","box","2",0.255678589174137,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1894","rabbit","bag","2",0.846469107929493,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2666","rabbit","box","2",0.153530892070507,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"2667","rabbit","box","2",0.654441467617555,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1895","rabbit","bag","2",0.345558532382445,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"3129","rabbit","box","2",0.523011474718186,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1896","rabbit","bag","2",0.313948484385362,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2668","rabbit","bag","1",0.163040040896452,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag1","bag1"
"3130","rabbit","box","2",0.399840098111946,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1897","rabbit","bag","2",0.399840098111946,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2669","rabbit","bag","1",0.200319803776107,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag1","bag1"
"443","rabbit","box","2",0.414421241579121,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1898","rabbit","bag","2",0.248764944901009,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"3131","rabbit","box","1",0.207624953539646,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","box1","box1"
"2670","rabbit","bag","1",0.129188859980224,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag1","bag1"
"2671","rabbit","box","2",0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1899","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"1900","rabbit","bag","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2672","rabbit","box","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"2673","rabbit","box","2",0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1901","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"1902","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1903","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2674","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1904","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1905","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1906","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","bag2","bag2"
"2675","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1907","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0.5,0.5,"lastresort","box2","box2"
"1908","rabbit","bag","2",0.441863360352906,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"3132","rabbit","box","2",0.352339363376171,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"2676","rabbit","bag","1",0.205797276270924,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag1","bag1"
"1909","rabbit","bag","2",0.434401688287215,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"3133","rabbit","box","2",0.347963158638815,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"2677","rabbit","bag","1",0.21763515307397,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag1","bag1"
"1910","rabbit","bag","2",0.337842394610882,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"444","rabbit","box","2",0.336314475874634,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"3134","rabbit","box","1",0.168493480599859,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","box1","box1"
"2678","rabbit","bag","1",0.157349648914625,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag1","bag1"
"1911","rabbit","bag","2",0.813561536036695,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2679","rabbit","box","2",0.186438463963305,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1912","rabbit","bag","2",0.846469107929493,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2680","rabbit","box","2",0.153530892070507,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"2681","rabbit","box","2",0.558197914689938,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1913","rabbit","bag","2",0.441802085310062,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"1914","rabbit","bag","2",0.662276388502567,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2682","rabbit","box","2",0.337723611497433,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1915","rabbit","bag","2",0.624517270503059,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2683","rabbit","box","2",0.375482729496941,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1916","rabbit","bag","2",0.541079350410701,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2684","rabbit","box","2",0.458920649589299,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1917","rabbit","bag","2",0.73597854426476,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2685","rabbit","box","2",0.264021455735239,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1918","rabbit","bag","2",0.846469107929493,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2686","rabbit","box","2",0.153530892070507,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"2687","rabbit","box","2",0.664185223492768,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1919","rabbit","bag","2",0.335814776507232,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"3135","rabbit","box","2",0.523011474718186,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1920","rabbit","bag","2",0.313948484385362,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2688","rabbit","bag","1",0.163040040896452,"big","standard","cco",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag1","bag1"
"3136","rabbit","box","2",0.399840098111946,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1921","rabbit","bag","2",0.399840098111946,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2689","rabbit","bag","1",0.200319803776107,"big","standard","cco",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag1","bag1"
"445","rabbit","box","2",0.414421241579121,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1922","rabbit","bag","2",0.248764944901009,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"3137","rabbit","box","1",0.207624953539646,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","box1","box1"
"2690","rabbit","bag","1",0.129188859980224,"big","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag1","bag1"
"2691","rabbit","box","2",0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1923","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"1924","rabbit","bag","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2692","rabbit","box","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"2693","rabbit","box","2",0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1925","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"1926","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1927","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2694","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1928","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1929","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1930","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","bag2","bag2"
"2695","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1931","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0.5,0.9,"lastresort","box2","box2"
"1932","rabbit","bag","2",0.444795510201909,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"3138","rabbit","box","2",0.345761173167206,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"2696","rabbit","bag","1",0.209443316630885,"big","bumford","cco",1,"haddock_model.wppl",1,0.5,1,"lastresort","bag1","bag1"
"1933","rabbit","bag","2",0.434401688287215,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"3139","rabbit","box","2",0.347963158638815,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"2697","rabbit","bag","1",0.21763515307397,"big","bumford","cco",2,"haddock_model.wppl",1,0.5,1,"lastresort","bag1","bag1"
"1934","rabbit","bag","2",0.341585609753982,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"446","rabbit","box","2",0.331492444915795,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"3140","rabbit","box","1",0.166077644119131,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","box1","box1"
"2698","rabbit","bag","1",0.160844301211092,"big","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","bag1","bag1"
"1935","rabbit","bag","2",0.813107465263759,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2699","rabbit","box","2",0.186892534736241,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1936","rabbit","bag","2",0.846469107929493,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2700","rabbit","box","2",0.153530892070507,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"2701","rabbit","box","2",0.55893536121673,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1937","rabbit","bag","2",0.44106463878327,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"1938","rabbit","bag","2",0.669816820356316,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2702","rabbit","box","2",0.330183179643684,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1939","rabbit","bag","2",0.624517270503059,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2703","rabbit","box","2",0.375482729496941,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1940","rabbit","bag","2",0.549485017787454,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2704","rabbit","box","2",0.450514982212546,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1941","rabbit","bag","2",0.733807056012293,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2705","rabbit","box","2",0.266192943987707,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1942","rabbit","bag","2",0.846469107929493,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2706","rabbit","box","2",0.153530892070507,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"2707","rabbit","box","2",0.666666666666667,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1943","rabbit","bag","2",0.333333333333333,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"3141","rabbit","box","2",0.523011474718186,"big","standard","cco",1,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1944","rabbit","bag","2",0.313948484385362,"big","standard","cco",1,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2708","rabbit","bag","1",0.163040040896452,"big","standard","cco",1,"haddock_model.wppl",1,0.5,1,"lastresort","bag1","bag1"
"3142","rabbit","box","2",0.399840098111946,"big","standard","cco",2,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1945","rabbit","bag","2",0.399840098111946,"big","standard","cco",2,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2709","rabbit","bag","1",0.200319803776107,"big","standard","cco",2,"haddock_model.wppl",1,0.5,1,"lastresort","bag1","bag1"
"447","rabbit","box","2",0.414421241579121,"big","standard","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1946","rabbit","bag","2",0.248764944901009,"big","standard","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"3143","rabbit","box","1",0.207624953539646,"big","standard","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","box1","box1"
"2710","rabbit","bag","1",0.129188859980224,"big","standard","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","bag1","bag1"
"2711","rabbit","box","2",0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1947","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"1948","rabbit","bag","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2712","rabbit","box","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"2713","rabbit","box","2",0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1949","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"1950","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1951","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2714","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1952","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1953","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
"1954","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,1,"lastresort","bag2","bag2"
"2715","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.5,1,"lastresort","box2","box2"
